indice,fecha,Region,Generacion Termica actual (MU),Generacion Termica Estimada (MU),Generacion Eolica Actual (MU),Generacion Eolica Estimada (MU),Hidro Generacion Actual (MU),Hidro Generacion Estimada (MU)
3882,10/19/2019,Zona Sur,612.5,491.8,46.77,48.47,84.88,95.36
3883,10/19/2019,Caribe,528.19,455.96,0.00,0.00,64.81,73.25
3884,10/19/2019,Huetar Norte,34.89,31.32,0.00,0.00,26.91,11.69
3885,10/20/2019,Central y Norte,711.29,542.82,30.72,35.28,157.27,159.31
3886,10/20/2019,Pacifico,1341.76,1151.99,34.02,44.17,34.47,60.55
3887,10/20/2019,Zona Sur,612.5,453.79,46.77,47.5,84.88,94.38
3888,10/20/2019,Caribe,528.19,438.83,0.00,0.00,64.81,68.23
3889,10/20/2019,Huetar Norte,35.47,28.83,0.00,0.00,26.91,11.26
3890,10/21/2019,Central y Norte,711.29,532.82,30.72,35.35,157.27,160.46
3891,10/21/2019,Pacifico,1341.76,1143.61,34.02,44.13,34.47,76.54
3892,10/21/2019,Zona Sur,613.5,447.17,46.77,47.63,84.88,132.52
3893,10/21/2019,Caribe,528.19,426.52,0.00,0.00,64.81,67.59
3894,10/21/2019,Huetar Norte,35.47,28.38,0.00,0.00,26.91,10.57
3895,10/22/2019,Central y Norte,714.33,523.8,30.72,35.17,157.27,155.74
3896,10/22/2019,Pacifico,1341.76,1168.27,34.02,44.17,34.47,82.66
3897,10/22/2019,Zona Sur,613.5,440.54,46.77,51.34,84.88,154.61
3898,10/22/2019,Caribe,528.19,431.44,0.00,0.00,64.81,66.35
3899,10/22/2019,Huetar Norte,35.47,29.13,0.00,0.00,26.91,11.35
3900,10/23/2019,Central y Norte,714.33,527.15,30.72,34.16,157.27,158.47
3901,10/23/2019,Pacifico,1337.94,1142.78,34.02,44.1,34.47,77.66
3902,10/23/2019,Zona Sur,613.5,422.36,46.77,61.65,84.88,142.68
3903,10/23/2019,Caribe,528.19,438.77,0.00,0.00,64.81,61.47
3904,10/23/2019,Huetar Norte,35.47,33.08,0.00,0.00,26.91,10.85
3905,10/24/2019,Central y Norte,714.33,524.94,30.72,35.43,157.27,155.07
3906,10/24/2019,Pacifico,1337.94,1103.60,34.02,44.21,34.47,72.36
3907,10/24/2019,Zona Sur,613.5,405.3,46.77,61.86,84.88,136.76
3908,10/24/2019,Caribe,528.19,416.14,0.00,0.00,64.81,63.73
3909,10/24/2019,Huetar Norte,35.47,32.92,0.00,0.00,26.91,10.54
3910,10/25/2019,Central y Norte,714.26,533.61,30.72,32.58,157.27,152.57
3911,10/25/2019,Pacifico,1337.94,1060.10,34.02,44.18,34.47,69.99
3912,10/25/2019,Zona Sur,613.5,399.42,46.77,61.99,84.88,141.52
3913,10/25/2019,Caribe,528.19,390.9,0.00,0.00,64.81,63.93
3914,10/25/2019,Huetar Norte,35.47,31.49,0.00,0.00,26.91,10.95
3915,10/26/2019,Central y Norte,714.26,513.71,30.72,30.62,157.27,150.46
3916,10/26/2019,Pacifico,1337.94,981.09,34.02,43.3,34.47,62
3917,10/26/2019,Zona Sur,603.7,376.55,46.77,61.16,84.88,150.03
3918,10/26/2019,Caribe,528.19,372.94,0.00,0.00,64.81,64.09
3919,10/26/2019,Huetar Norte,35.47,29.52,0.00,0.00,26.91,15.42
3920,10/27/2019,Central y Norte,714.26,496.38,30.72,31.47,157.27,153.02
3921,10/27/2019,Pacifico,1340.74,918.29,34.02,38.64,34.47,59.51
3922,10/27/2019,Zona Sur,603.7,333.01,46.77,61.07,84.88,140.29
3923,10/27/2019,Caribe,528.19,374.66,0.00,0.00,64.81,64.09
3924,10/27/2019,Huetar Norte,35.47,30.46,0.00,0.00,26.91,18.28
3925,10/28/2019,Central y Norte,716.91,452.11,30.72,35.11,157.27,143.97
3926,10/28/2019,Pacifico,1340.74,905.77,34.02,38.63,34.47,64.34
3927,10/28/2019,Zona Sur,603.7,310.22,46.77,60.89,84.88,148.61
3928,10/28/2019,Caribe,528.19,382.96,0.00,0.00,64.81,68.18
3929,10/28/2019,Huetar Norte,35.47,31.4,0.00,0.00,26.91,15.82
3930,10/29/2019,Central y Norte,716.98,459.38,30.72,31.08,157.27,136.7
3931,10/29/2019,Pacifico,1340.74,987.29,34.02,38.6,34.47,41
3932,10/29/2019,Zona Sur,603.7,322.37,46.77,60.87,84.88,150.42
3933,10/29/2019,Caribe,527.42,391.34,0.00,0.00,64.81,62.07
3934,10/29/2019,Huetar Norte,35.47,34.29,0.00,0.00,26.91,15.76
3935,10/30/2019,Central y Norte,716.98,490.32,30.72,30.97,157.27,138.88
3936,10/30/2019,Pacifico,1340.74,1013.70,34.02,38.56,34.47,50.28
3937,10/30/2019,Zona Sur,603.7,341.24,46.77,61.97,84.88,156.15
3938,10/30/2019,Caribe,527.42,392.62,0.00,0.00,64.81,64.54
3939,10/30/2019,Huetar Norte,35.47,35.45,0.00,0.00,26.91,15.42
3940,10/31/2019,Central y Norte,716.98,514.54,30.72,32.28,157.27,138.37
3941,10/31/2019,Pacifico,1340.74,1058.90,34.02,36.59,34.47,49.13
3942,10/31/2019,Zona Sur,603.7,341.38,46.77,61.82,84.88,161.89
3943,10/31/2019,Caribe,527.42,402.32,0.00,0.00,64.81,62.07
3944,10/31/2019,Huetar Norte,35.47,34.75,0.00,0.00,26.91,14.93
3945,11/1/2019,Central y Norte,678.04,531,30.83,34.09,117.75,140
3946,11/1/2019,Pacifico,1302.91,1096.04,23.07,23.79,36.4,54.13
3947,11/1/2019,Zona Sur,580.74,356.7,67.23,61.48,64.27,163.37
3948,11/1/2019,Caribe,480.63,401.7,0.00,0.00,37.92,63.16
3949,11/1/2019,Huetar Norte,35.52,34.95,0.00,0.00,18.37,12.94
3950,11/2/2019,Central y Norte,678.04,534.6,30.83,35.19,117.75,136.6
3951,11/2/2019,Pacifico,1302.91,1109.17,23.07,23.97,36.4,56.82
3952,11/2/2019,Zona Sur,580.74,376.99,67.23,53.42,64.27,168.61
3953,11/2/2019,Caribe,480.63,425.24,0.00,0.00,37.92,58.06
3954,11/2/2019,Huetar Norte,35.52,34.68,0.00,0.00,18.37,12.39
3955,11/3/2019,Central y Norte,678.15,514.18,30.83,35.4,117.75,136.31
3956,11/3/2019,Pacifico,1302.91,1059.68,23.07,25.39,36.4,50.23
3957,11/3/2019,Zona Sur,580.74,361.95,67.23,61.62,64.27,154.31
3958,11/3/2019,Caribe,480.63,438.64,0.00,0.00,37.92,50.98
3959,11/3/2019,Huetar Norte,35.52,35.4,0.00,0.00,18.37,12.19
3960,11/4/2019,Central y Norte,668.86,546.36,30.83,35.13,117.75,136.41
3961,11/4/2019,Pacifico,1302.91,1114.02,23.07,25.59,36.4,53.55
3962,11/4/2019,Zona Sur,580.74,398.19,67.23,61.61,64.27,165.73
3963,11/4/2019,Caribe,480.63,459.75,0.00,0.00,37.92,53.8
3964,11/4/2019,Huetar Norte,35.52,35.88,0.00,0.00,18.37,11.59
3965,11/5/2019,Central y Norte,668.86,542.79,30.83,35.44,117.75,138.45
3966,11/5/2019,Pacifico,1300.35,1147.66,23.07,25.75,36.4,49.12
3967,11/5/2019,Zona Sur,580.74,446.18,67.23,59.46,64.27,147.46
3968,11/5/2019,Caribe,480.63,472.65,0.00,0.00,37.92,49.49
3969,11/5/2019,Huetar Norte,35.52,36.12,0.00,0.00,18.37,11.37
3970,11/6/2019,Central y Norte,670.82,537.9,30.83,36.48,117.75,130.75
3971,11/6/2019,Pacifico,1300.35,1164.20,23.07,25.69,36.4,44.6
3972,11/6/2019,Zona Sur,580.74,481.58,67.23,56.84,64.27,135.04
3973,11/6/2019,Caribe,480.63,494.02,0.00,0.00,37.92,44.33
3974,11/6/2019,Huetar Norte,35.52,35.04,0.00,0.00,18.37,12.19
3975,11/7/2019,Central y Norte,670.82,506.62,30.83,35.49,117.75,135.34
3976,11/7/2019,Pacifico,1300.35,1134.20,23.07,25.69,36.4,36.75
3977,11/7/2019,Zona Sur,571.91,483.72,67.23,55.82,64.27,110.97
3978,11/7/2019,Caribe,480.63,463.5,0.00,0.00,37.92,42.38
3979,11/7/2019,Huetar Norte,35.52,33.98,0.00,0.00,18.37,11.84
3980,11/8/2019,Central y Norte,657.39,490.89,30.83,35.31,117.75,134.79
3981,11/8/2019,Pacifico,1315.13,1076.16,23.07,25.64,36.4,31.64
3982,11/8/2019,Zona Sur,571.91,477.8,67.23,55.77,64.27,119.56
3983,11/8/2019,Caribe,484.24,449.91,0.00,0.00,37.92,40.23
3984,11/8/2019,Huetar Norte,34.95,33.48,0.00,0.00,18.37,11.33
3985,11/9/2019,Central y Norte,657.39,485.72,30.83,35.56,117.75,136.86
3986,11/9/2019,Pacifico,1315.13,1087.21,23.07,25.74,36.4,36.81
3987,11/9/2019,Zona Sur,576.09,441.54,67.23,55.86,64.27,150.24
3988,11/9/2019,Caribe,484.24,434.75,0.00,0.00,37.92,40.48
3989,11/9/2019,Huetar Norte,34.95,34.17,0.00,0.00,18.37,11.12
3990,11/10/2019,Central y Norte,647.61,482.93,30.83,35.67,117.75,134.04
3991,11/10/2019,Pacifico,1290.39,1083.84,23.07,25.66,36.4,33.83
3992,11/10/2019,Zona Sur,576.09,421.66,67.23,55.79,64.27,127.48
3993,11/10/2019,Caribe,474.57,425.11,0.00,0.00,37.92,44.05
3994,11/10/2019,Huetar Norte,34.95,32.83,0.00,0.00,18.37,11.79
3995,11/11/2019,Central y Norte,647.61,502.18,30.83,35.66,117.75,134.44
3996,11/11/2019,Pacifico,1290.39,1165.12,23.07,25.66,36.4,40.68
3997,11/11/2019,Zona Sur,576.09,459.99,67.23,55.83,64.27,128.26
3998,11/11/2019,Caribe,474.57,456.92,0.00,0.00,37.92,42.83
3999,11/11/2019,Huetar Norte,34.95,33.87,0.00,0.00,18.37,11.6
4000,11/12/2019,Central y Norte,646.97,504.9,30.83,35.53,117.75,133
4001,11/12/2019,Pacifico,1289.69,1177.65,23.07,25.66,36.4,50.85
4002,11/12/2019,Zona Sur,576.09,502.55,67.23,56.01,64.27,109.79
4003,11/12/2019,Caribe,471.22,451.63,0.00,0.00,37.92,45.91
4004,11/12/2019,Huetar Norte,34.95,35.47,0.00,0.00,18.37,10.99
4005,11/13/2019,Central y Norte,646.97,517.88,30.83,35.53,117.75,131.79
4006,11/13/2019,Pacifico,1289.69,1179.80,23.07,25.6,36.4,51.14
4007,11/13/2019,Zona Sur,576.09,528.67,67.23,56.14,64.27,89.23
4008,11/13/2019,Caribe,471.22,456.31,0.00,0.00,37.92,42.81
4009,11/13/2019,Huetar Norte,34.95,35.14,0.00,0.00,18.37,10.26
4010,11/14/2019,Central y Norte,646.97,515.12,30.83,35.47,117.75,130.02
4011,11/14/2019,Pacifico,1289.69,1156.06,23.07,30.61,36.4,45.96
4012,11/14/2019,Zona Sur,576.09,549.56,67.23,56.22,64.27,97.87
4013,11/14/2019,Caribe,471.22,463.33,0.00,0.00,37.92,37.98
4014,11/14/2019,Huetar Norte,34.95,35.05,0.00,0.00,18.37,10.38
4015,11/15/2019,Central y Norte,642.8,503.53,30.83,35.59,117.75,131.65
4016,11/15/2019,Pacifico,1276.96,1172.32,23.07,30.98,36.4,36.65
4017,11/15/2019,Zona Sur,586.65,538.57,67.23,57.19,64.27,96.49
4018,11/15/2019,Caribe,484.03,478.46,0.00,0.00,37.92,39.36
4019,11/15/2019,Huetar Norte,34.95,36.01,0.00,0.00,18.37,10.34
4020,11/16/2019,Central y Norte,642.8,492.35,30.83,36.09,117.75,133.95
4021,11/16/2019,Pacifico,1280.76,1197.21,23.07,30.93,36.4,26.1
4022,11/16/2019,Zona Sur,586.65,501.18,67.23,57.09,64.27,93.21
4023,11/16/2019,Caribe,474.7,486.77,0.00,0.00,37.92,39.3
4024,11/16/2019,Huetar Norte,34.95,35.46,0.00,0.00,18.37,9.84
4025,11/17/2019,Central y Norte,642.8,477,30.83,35.67,117.75,135.33
4026,11/17/2019,Pacifico,1283.32,1141.18,23.07,30.93,36.4,24.66
4027,11/17/2019,Zona Sur,586.65,461.26,67.23,57.13,64.27,77.02
4028,11/17/2019,Caribe,474.7,463.35,0.00,0.00,37.92,32.87
4029,11/17/2019,Huetar Norte,34.95,34.29,0.00,0.00,18.37,10.02
4030,11/18/2019,Central y Norte,640.72,487.89,30.83,35.66,117.75,131.29
4031,11/18/2019,Pacifico,1283.32,1214.70,23.07,31.05,36.4,35.04
4032,11/18/2019,Zona Sur,586.65,501.93,67.23,57.21,64.27,95.75
4033,11/18/2019,Caribe,474.7,494.38,0.00,0.00,37.92,37.52
4034,11/18/2019,Huetar Norte,34.95,32.56,0.00,0.00,18.37,9.72
4035,11/19/2019,Central y Norte,644.14,502.3,30.83,35.84,117.75,132.69
4036,11/19/2019,Pacifico,1280.76,1228.70,23.07,31.16,36.4,51.18
4037,11/19/2019,Zona Sur,586.65,514.56,67.23,57.08,64.27,100.36
4038,11/19/2019,Caribe,478.05,512.93,0.00,0.00,37.92,38.55
4039,11/19/2019,Huetar Norte,34.95,36.23,0.00,0.00,18.37,10.16
4040,11/20/2019,Central y Norte,644.14,519.52,30.83,35.76,117.75,126.63
4041,11/20/2019,Pacifico,1280.76,1224.93,23.07,31.18,36.4,53.32
4042,11/20/2019,Zona Sur,590.29,503.77,67.23,56.09,64.27,98.9
4043,11/20/2019,Caribe,478.05,506.26,0.00,0.00,37.92,38.45
4044,11/20/2019,Huetar Norte,34.95,37.15,0.00,0.00,18.37,13.9
4045,11/21/2019,Central y Norte,644.14,514.53,30.83,35.78,117.75,123.82
4046,11/21/2019,Pacifico,1280.76,1243.76,23.07,31.02,36.4,47.1
4047,11/21/2019,Zona Sur,590.29,501.12,67.23,55.82,64.27,94.03
4048,11/21/2019,Caribe,478.05,477.12,0.00,0.00,37.92,35.37
4049,11/21/2019,Huetar Norte,34.95,36.76,0.00,0.00,18.37,9.62
4050,11/22/2019,Central y Norte,644.89,519.39,30.83,35.64,117.75,123.34
4051,11/22/2019,Pacifico,1280.76,1254.98,23.07,31.07,36.4,44.23
4052,11/22/2019,Zona Sur,590.29,508.13,67.23,56.31,64.27,92.83
4053,11/22/2019,Caribe,478.05,474.62,0.00,0.00,37.92,35.15
4054,11/22/2019,Huetar Norte,34.95,37.59,0.00,0.00,18.37,9.43
4055,11/23/2019,Central y Norte,656.52,516.12,30.83,35.8,117.75,125.38
4056,11/23/2019,Pacifico,1280.76,1188.72,23.07,31.04,36.4,49.98
4057,11/23/2019,Zona Sur,590.29,493.02,67.23,56.39,64.27,82.14
4058,11/23/2019,Caribe,478.05,477.91,0.00,0.00,37.92,30.98
4059,11/23/2019,Huetar Norte,34.95,36.74,0.00,0.00,18.37,9.79
4060,11/24/2019,Central y Norte,656.16,490.66,30.83,35.77,117.75,127.08
4061,11/24/2019,Pacifico,1280.76,1162.38,23.07,31.04,36.4,40.14
4062,11/24/2019,Zona Sur,590.29,465.62,67.23,56.47,64.27,72.22
4063,11/24/2019,Caribe,474.7,472.58,0.00,0.00,37.92,84.04
4064,11/24/2019,Huetar Norte,34.95,35.79,0.00,0.00,18.37,9.49
4065,11/25/2019,Central y Norte,652.41,517.42,30.83,35.64,117.75,130.56
4066,11/25/2019,Pacifico,1280.76,1205.14,23.07,31.03,36.4,45.13
4067,11/25/2019,Zona Sur,590.29,482.87,67.23,56.24,64.27,86.83
4068,11/25/2019,Caribe,474.7,485.56,0.00,0.00,37.92,30.36
4069,11/25/2019,Huetar Norte,34.95,36.5,0.00,0.00,18.37,8.95
4070,11/26/2019,Central y Norte,659.61,507.15,30.83,35.7,117.75,128.9
4071,11/26/2019,Pacifico,1277.76,1245.35,23.07,31.03,36.4,43.64
4072,11/26/2019,Zona Sur,603.49,482.34,67.23,56.36,64.27,80.17
4073,11/26/2019,Caribe,474.7,469.71,0.00,0.00,37.92,28.5
4074,11/26/2019,Huetar Norte,34.95,35.15,0.00,0.00,18.37,9.25
4075,11/27/2019,Central y Norte,659.61,495.91,30.83,35.69,117.75,128.48
4076,11/27/2019,Pacifico,1277.76,1223.50,23.07,30.98,36.4,41.61
4077,11/27/2019,Zona Sur,599.49,478.34,67.23,57,64.27,88.46
4078,11/27/2019,Caribe,474.7,467.05,0.00,0.00,37.92,24.12
4079,11/27/2019,Huetar Norte,34.95,35.67,0.00,0.00,18.37,9.13
4080,11/28/2019,Central y Norte,659.61,469.23,30.83,32.74,117.75,137.58
4081,11/28/2019,Pacifico,1277.76,1213.71,23.07,30.94,36.4,42.64
4082,11/28/2019,Zona Sur,599.49,469.19,67.23,60.93,64.27,84
4083,11/28/2019,Caribe,474.7,466.69,0.00,0.00,37.92,26.02
4084,11/28/2019,Huetar Norte,34.95,35.43,0.00,0.00,18.37,9.26
4085,11/29/2019,Central y Norte,659.97,464.07,30.83,35.92,117.75,133.25
4086,11/29/2019,Pacifico,1277.76,1229.02,23.07,31.07,36.4,48.26
4087,11/29/2019,Zona Sur,599.49,476.32,67.23,61.33,64.27,88.87
4088,11/29/2019,Caribe,478.2,466.84,0.00,0.00,37.92,32.55
4089,11/29/2019,Huetar Norte,34.95,36.08,0.00,0.00,18.37,9.04
4090,11/30/2019,Central y Norte,659.97,457.33,30.83,35.94,117.75,130.02
4091,11/30/2019,Pacifico,1273.55,1218.82,23.07,30.9,36.4,53.11
4092,11/30/2019,Zona Sur,599.49,483.8,67.23,54.82,64.27,81.41
4093,11/30/2019,Caribe,478.2,467.16,0.00,0.00,37.92,30.39
4094,11/30/2019,Huetar Norte,34.95,34.05,0.00,0.00,18.37,9.1
4095,12/1/2019,Central y Norte,637.62,441.19,30.72,34.13,104.8,128.33
4096,12/1/2019,Pacifico,1272.14,1195.03,23.02,25.52,33.35,42.98
4097,12/1/2019,Zona Sur,604.03,436.72,67.16,60.59,59.11,85.77
4098,12/1/2019,Caribe,470.22,456.47,0.00,0.00,25.63,26.69
4099,12/1/2019,Huetar Norte,34.92,35.75,0.00,0.00,14.6,8.76
4100,12/2/2019,Central y Norte,637.72,472.56,30.72,30.47,104.8,128.64
4101,12/2/2019,Pacifico,1272.14,1177.91,23.02,25.51,33.35,58.84
4102,12/2/2019,Zona Sur,604.03,454.7,67.16,50.72,59.11,83.6
4103,12/2/2019,Caribe,464.6,472.86,0.00,0.00,25.63,29.95
4104,12/2/2019,Huetar Norte,34.92,37.5,0.00,0.00,14.6,9.13
4105,12/3/2019,Central y Norte,637.72,482.41,30.72,30.53,104.8,124.31
4106,12/3/2019,Pacifico,1269.64,1197.56,23.02,28.16,33.35,46.76
4107,12/3/2019,Zona Sur,604.03,436.23,67.16,52.13,59.11,78.85
4108,12/3/2019,Caribe,464.6,488.24,0.00,0.00,25.63,23.97
4109,12/3/2019,Huetar Norte,35.44,36.69,0.00,0.00,14.6,8.13
4110,12/4/2019,Central y Norte,639.36,493.6,30.72,30.31,104.8,127.65
4111,12/4/2019,Pacifico,1269.64,1211.65,23.02,30.82,33.35,53.16
4112,12/4/2019,Zona Sur,604.03,437.85,67.16,52.52,59.11,66.78
4113,12/4/2019,Caribe,467.64,474.32,0.00,0.00,25.63,25.4
4114,12/4/2019,Huetar Norte,35.44,35.49,0.00,0.00,14.6,8.29
4115,12/5/2019,Central y Norte,639.36,486.08,30.72,34.86,104.8,131.49
4116,12/5/2019,Pacifico,1269.64,1227.03,23.02,30.77,33.35,58.76
4117,12/5/2019,Zona Sur,613.81,452.38,67.16,57.63,59.11,76.03
4118,12/5/2019,Caribe,467.64,480.52,0.00,0.00,25.63,18.06
4119,12/5/2019,Huetar Norte,35.44,35.2,0.00,0.00,14.6,8.39
4120,12/6/2019,Central y Norte,639.36,492.56,30.72,31.34,104.8,130.09
4121,12/6/2019,Pacifico,1269.64,1226.46,23.02,30.97,33.35,54.82
4122,12/6/2019,Zona Sur,613.81,467.99,67.16,59.25,59.11,81.8
4123,12/6/2019,Caribe,486.52,475.91,0.00,0.00,25.63,25.63
4124,12/6/2019,Huetar Norte,35.44,37.5,0.00,0.00,14.6,8.05
4125,12/7/2019,Central y Norte,639.36,497.53,30.72,26.8,104.8,128.78
4126,12/7/2019,Pacifico,1269.64,1180.16,23.02,31.05,33.35,58.55
4127,12/7/2019,Zona Sur,613.81,449.02,67.16,59.51,59.11,88.43
4128,12/7/2019,Caribe,486.52,475.01,0.00,0.00,25.63,23.74
4129,12/7/2019,Huetar Norte,35.44,36.51,0.00,0.00,14.6,8.02
4130,12/8/2019,Central y Norte,639.36,482.98,30.72,25.66,104.8,131.35
4131,12/8/2019,Pacifico,1269.64,1160.90,23.02,30.95,33.35,47.98
4132,12/8/2019,Zona Sur,613.81,420.92,67.16,59.49,59.11,83.58
4133,12/8/2019,Caribe,486.52,458.64,0.00,0.00,25.63,30.36
4134,12/8/2019,Huetar Norte,35.44,34.39,0.00,0.00,14.6,7.98
4135,12/9/2019,Central y Norte,641.66,507.81,30.72,25.62,104.8,131.4
4136,12/9/2019,Pacifico,1269.64,1265.63,23.02,30.95,33.35,61.26
4137,12/9/2019,Zona Sur,613.81,455.56,67.16,58.43,59.11,94.46
4138,12/9/2019,Caribe,486.52,449.2,0.00,0.00,25.63,41.88
4139,12/9/2019,Huetar Norte,35.44,37.96,0.00,0.00,14.6,7.83
4140,12/10/2019,Central y Norte,632.96,530.27,30.72,31.08,104.8,126.37
4141,12/10/2019,Pacifico,1269.64,1279.90,23.02,28.99,33.35,55.78
4142,12/10/2019,Zona Sur,613.81,490,67.16,58.31,59.11,89.13
4143,12/10/2019,Caribe,490.61,472.14,0.00,0.00,25.63,40.9
4144,12/10/2019,Huetar Norte,35.44,39.26,0.00,0.00,14.6,7.81
4145,12/11/2019,Central y Norte,632.96,547.47,30.72,31.19,104.8,127.84
4146,12/11/2019,Pacifico,1269.64,1303.91,23.02,29.02,33.35,49.91
4147,12/11/2019,Zona Sur,609.81,517.19,67.16,58.51,59.11,81.81
4148,12/11/2019,Caribe,487.61,495.95,0.00,0.00,25.63,35.3
4149,12/11/2019,Huetar Norte,35.44,36.96,0.00,0.00,14.6,8.65
4150,12/12/2019,Central y Norte,632.96,524.95,30.72,31.2,104.8,124.17
4151,12/12/2019,Pacifico,1269.64,1276.76,23.02,29.11,33.35,40.24
4152,12/12/2019,Zona Sur,622.71,519.08,67.16,58.5,59.11,72.36
4153,12/12/2019,Caribe,487.61,495.2,0.00,0.00,25.63,33.13
4154,12/12/2019,Huetar Norte,35.44,33.51,0.00,0.00,14.6,7.89
4155,12/13/2019,Central y Norte,636.75,444.66,30.72,30.39,104.8,129.37
4156,12/13/2019,Pacifico,1269.64,1217.18,23.02,27.55,33.35,35.05
4157,12/13/2019,Zona Sur,627.34,504.79,67.16,58.37,59.11,76.02
4158,12/13/2019,Caribe,487.61,464.6,0.00,0.00,25.63,33.3
4159,12/13/2019,Huetar Norte,35.44,28.24,0.00,0.00,14.6,7.93
4160,12/14/2019,Central y Norte,628.64,467.18,30.72,31.29,104.8,129.83
4161,12/14/2019,Pacifico,1269.64,1230.67,23.02,30.76,33.35,46.74
4162,12/14/2019,Zona Sur,624.03,497.24,67.16,58.63,59.11,73.6
4163,12/14/2019,Caribe,487.61,477.59,0.00,0.00,25.63,23.63
4164,12/14/2019,Huetar Norte,35.44,29.33,0.00,0.00,14.6,7.68
4165,12/15/2019,Central y Norte,626.8,451.08,30.72,35.19,104.8,121.14
4166,12/15/2019,Pacifico,1283.14,1149.71,23.02,30.78,33.35,36.09
4167,12/15/2019,Zona Sur,624.03,471.65,67.16,48.93,59.11,64.95
4168,12/15/2019,Caribe,487.61,463.7,0.00,0.00,25.63,24.33
4169,12/15/2019,Huetar Norte,35.44,27.69,0.00,0.00,14.6,7.42
4170,12/16/2019,Central y Norte,646.42,473.89,30.72,35.31,104.8,122.52
4171,12/16/2019,Pacifico,1282.46,1168.15,34.02,30.78,33.35,44.06
4172,12/16/2019,Zona Sur,630.85,474.17,67.16,45.41,59.11,80.61
4173,12/16/2019,Caribe,487.61,477.76,0.00,0.00,25.63,27.61
4174,12/16/2019,Huetar Norte,35.44,28.17,0.00,0.00,14.6,7.34
4175,12/17/2019,Central y Norte,646.42,497.25,30.72,35.44,104.8,117.26
4176,12/17/2019,Pacifico,1282.46,1196.45,34.02,30.75,33.35,37.64
4177,12/17/2019,Zona Sur,630.85,480.87,67.16,45.42,59.11,77.71
4178,12/17/2019,Caribe,487.61,480.24,0.00,0.00,25.63,29.74
4179,12/17/2019,Huetar Norte,35.44,29.37,0.00,0.00,14.6,7.13
4180,12/18/2019,Central y Norte,650.57,521.85,30.72,35.59,104.8,118.37
4181,12/18/2019,Pacifico,1282.46,1227.56,34.02,30.79,33.35,45.61
4182,12/18/2019,Zona Sur,630.85,509.82,67.16,46.3,59.11,81.16
4183,12/18/2019,Caribe,487.61,486.96,0.00,0.00,25.63,33.44
4184,12/18/2019,Huetar Norte,35.44,33.7,0.00,0.00,14.6,7.43
4185,12/19/2019,Central y Norte,673.5,538.82,30.72,35.57,104.8,115.51
4186,12/19/2019,Pacifico,1283.14,1270.86,34.02,30.68,33.35,46.96
4187,12/19/2019,Zona Sur,630.85,519.6,67.16,46.54,59.11,73.71
4188,12/19/2019,Caribe,487.61,490.95,0.00,0.00,25.63,32.3
4189,12/19/2019,Huetar Norte,35.44,35.27,0.00,0.00,14.6,7.5
4190,12/20/2019,Central y Norte,675.92,555.64,30.72,35.74,104.8,114.98
4191,12/20/2019,Pacifico,1266.45,1313.94,34.02,30,33.35,48
4192,12/20/2019,Zona Sur,630.85,546.03,67.16,46.42,59.11,87.21
4193,12/20/2019,Caribe,487.65,497.85,0.00,0.00,25.63,35.11
4194,12/20/2019,Huetar Norte,35.44,37.92,0.00,0.00,14.6,7.29
4195,12/21/2019,Central y Norte,676.3,534.94,30.72,35.4,104.8,121.51
4196,12/21/2019,Pacifico,1280.89,1288.91,34.02,28.73,33.35,44.02
4197,12/21/2019,Zona Sur,630.85,520.08,67.16,46.32,59.11,72.62
4198,12/21/2019,Caribe,483.8,495.35,0.00,0.00,25.63,30.69
4199,12/21/2019,Huetar Norte,35.44,35.17,0.00,0.00,14.6,7.3
4200,12/22/2019,Central y Norte,676.3,526.88,30.72,35.57,104.8,114.97
4201,12/22/2019,Pacifico,1280.89,1210.92,34.02,29.94,33.35,41.77
4202,12/22/2019,Zona Sur,630.85,506.9,67.16,46.39,59.11,66.43
4203,12/22/2019,Caribe,483.8,464.07,0.00,0.00,25.63,26.79
4204,12/22/2019,Huetar Norte,35.44,35.21,0.00,0.00,14.6,7.13
4205,12/23/2019,Central y Norte,676.3,556.7,30.72,35.54,104.8,122
4206,12/23/2019,Pacifico,1280.89,1264.70,34.02,30.22,33.35,52.95
4207,12/23/2019,Zona Sur,630.85,543.02,67.16,46.23,59.11,91.83
4208,12/23/2019,Caribe,479.85,466.78,0.00,0.00,25.63,31.61
4209,12/23/2019,Huetar Norte,35.44,31.12,0.00,0.00,14.6,7.85
4210,12/24/2019,Central y Norte,676.3,576.51,30.72,36.44,104.8,119.63
4211,12/24/2019,Pacifico,1280.89,1298.92,34.02,30.32,33.35,51.22
4212,12/24/2019,Zona Sur,630.85,553.94,67.16,46.25,59.11,89.58
4213,12/24/2019,Caribe,479.85,478.71,0.00,0.00,25.63,26.69
4214,12/24/2019,Huetar Norte,35.44,30.99,0.00,0.00,14.6,8.03
4215,12/25/2019,Central y Norte,676.3,582.85,30.72,33.53,104.8,119.1
4216,12/25/2019,Pacifico,1280.89,1297.97,34.02,30.23,33.35,41.41
4217,12/25/2019,Zona Sur,626.85,532.18,67.16,45.46,59.11,80.73
4218,12/25/2019,Caribe,479.56,479.94,0.00,0.00,25.63,26.69
4219,12/25/2019,Huetar Norte,35.44,36.81,0.00,0.00,14.6,7.55
4220,12/26/2019,Central y Norte,685.97,591.9,30.72,36.57,104.8,116.5
