,indice,fecha,Region,Generacion Termica actual (MU),Generacion Termica Estimada (MU),Generacion Eolica Actual (MU),Generacion Eolica Estimada (MU),Hidro Generacion Actual (MU),Hidro Generacion Estimada (MU),HDBSCAN_clusters
4466,4466,2/13/2020,Pacifico,1278.74,1391.58,45.51,39.81,31.96,43.29,2
4467,4467,2/13/2020,Zona Sur,632.93,642.16,62.68,21.17,71.22,83.48,-1
4468,4468,2/13/2020,Caribe,497.49,532.18,0.0,0.0,24.51,26.68,0
4469,4469,2/13/2020,Huetar Norte,35.55,35.4,0.0,0.0,9.27,2.64,1
4470,4470,2/14/2020,Central y Norte,686.31,579.76,21.74,30.52,101.72,122.45,3
4471,4471,2/14/2020,Pacifico,1278.79,1380.53,45.51,40.17,31.96,46.99,2
4472,4472,2/14/2020,Zona Sur,632.93,662.06,62.68,21.15,71.22,87.86,-1
4473,4473,2/14/2020,Caribe,497.49,535.28,0.0,0.0,24.51,28.07,0
4474,4474,2/14/2020,Huetar Norte,35.55,36.64,0.0,0.0,9.27,2.63,1
4475,4475,2/15/2020,Central y Norte,685.93,593.04,26.21,30.58,101.72,121.38,3
4476,4476,2/15/2020,Pacifico,1272.58,1403.4,45.51,40.53,31.96,46.29,2
4477,4477,2/15/2020,Zona Sur,632.93,664.97,67.15,21.93,71.22,80.99,-1
4478,4478,2/15/2020,Caribe,497.49,511.67,0.0,0.0,24.51,33.72,0
4479,4479,2/15/2020,Huetar Norte,35.05,35.52,0.0,0.0,9.27,2.65,1
4480,4480,2/16/2020,Central y Norte,688.5,572.96,21.74,29.58,101.72,124.97,3
4481,4481,2/16/2020,Pacifico,1276.94,1341.12,45.51,40.43,31.96,38.04,2
4482,4482,2/16/2020,Zona Sur,632.93,618.34,67.15,33.08,71.22,64.2,3
4483,4483,2/16/2020,Caribe,498.7,509.59,0.0,0.0,24.51,28.03,0
4484,4484,2/16/2020,Huetar Norte,35.05,33.29,0.0,0.0,9.27,2.72,1
4485,4485,2/17/2020,Central y Norte,688.5,571.42,21.74,30.54,101.72,132.8,3
4486,4486,2/17/2020,Pacifico,1276.94,1378.13,45.51,40.57,31.96,42.21,2
4487,4487,2/17/2020,Zona Sur,632.93,630.28,67.15,36.22,71.22,74.34,3
4488,4488,2/17/2020,Caribe,498.7,528.97,0.0,0.0,24.51,33.42,0
4489,4489,2/17/2020,Huetar Norte,35.05,34.26,0.0,0.0,9.27,2.34,1
4490,4490,2/18/2020,Central y Norte,688.43,587.39,21.74,30.43,101.72,135.79,3
4491,4491,2/18/2020,Pacifico,1278.58,1424.03,45.51,40.53,31.96,40.0,2
4492,4492,2/18/2020,Zona Sur,632.93,640.27,67.15,42.04,71.22,84.48,3
4493,4493,2/18/2020,Caribe,498.7,543.8,0.0,0.0,24.51,31.41,0
4494,4494,2/18/2020,Huetar Norte,35.05,35.13,0.0,0.0,9.27,2.14,1
4495,4495,2/19/2020,Central y Norte,685.93,566.72,21.74,27.32,101.72,135.58,-1
4496,4496,2/19/2020,Pacifico,1278.58,1442.38,45.51,40.49,31.96,51.63,-1
4497,4497,2/19/2020,Zona Sur,629.32,638.76,67.15,44.73,71.22,95.74,3
4498,4498,2/19/2020,Caribe,498.7,538.55,0.0,0.0,24.51,34.48,0
4499,4499,2/19/2020,Huetar Norte,35.05,27.59,0.0,0.0,9.27,4.2,1
4500,4500,2/20/2020,Central y Norte,686.31,539.44,21.74,24.92,101.72,128.11,-1
4501,4501,2/20/2020,Pacifico,1276.02,1414.58,45.51,40.59,31.96,56.49,2
4502,4502,2/20/2020,Zona Sur,629.32,614.14,67.15,47.16,71.22,95.81,3
4503,4503,2/20/2020,Caribe,508.1,537.88,0.0,0.0,24.51,37.06,0
4504,4504,2/20/2020,Huetar Norte,35.05,24.65,0.0,0.0,9.27,5.56,1
4505,4505,2/21/2020,Central y Norte,691.2,525.44,21.74,25.15,101.72,126.83,-1
4506,4506,2/21/2020,Pacifico,1282.82,1345.03,45.51,40.58,31.96,52.13,2
4507,4507,2/21/2020,Zona Sur,629.32,595.11,67.15,47.26,71.22,85.05,3
4508,4508,2/21/2020,Caribe,508.1,532.65,0.0,0.0,24.51,24.77,0
4509,4509,2/21/2020,Huetar Norte,35.05,25.5,0.0,0.0,9.27,3.72,1
4510,4510,2/22/2020,Central y Norte,691.2,516.85,21.74,25.01,101.72,129.72,-1
4511,4511,2/22/2020,Pacifico,1286.95,1364.67,45.51,40.78,31.96,47.12,2
4512,4512,2/22/2020,Zona Sur,629.32,604.22,67.15,47.36,71.22,78.3,3
4513,4513,2/22/2020,Caribe,503.43,522.56,0.0,0.0,24.51,32.1,0
4514,4514,2/22/2020,Huetar Norte,35.05,26.09,0.0,0.0,9.27,3.64,1
4515,4515,2/23/2020,Central y Norte,691.2,504.35,21.74,25.06,101.72,126.99,-1
4516,4516,2/23/2020,Pacifico,1286.95,1353.09,45.51,40.8,31.96,40.27,2
4517,4517,2/23/2020,Zona Sur,629.32,569.72,67.15,47.35,71.22,82.27,3
4518,4518,2/23/2020,Caribe,503.43,514.24,0.0,0.0,24.51,25.49,0
4519,4519,2/23/2020,Huetar Norte,35.05,25.8,0.0,0.0,9.27,3.98,1
4520,4520,2/24/2020,Central y Norte,691.2,545.07,21.74,25.04,101.72,125.63,-1
4521,4521,2/24/2020,Pacifico,1286.95,1404.66,45.51,40.75,31.96,48.37,2
4522,4522,2/24/2020,Zona Sur,629.32,599.06,67.15,47.37,71.22,107.69,3
4523,4523,2/24/2020,Caribe,503.43,516.38,0.0,0.0,24.51,28.27,0
4524,4524,2/24/2020,Huetar Norte,35.05,26.33,0.0,0.0,9.27,3.9,1
4525,4525,2/25/2020,Central y Norte,691.2,543.68,21.74,25.02,101.72,127.88,-1
4526,4526,2/25/2020,Pacifico,1286.95,1402.59,45.51,40.74,31.96,53.64,2
4527,4527,2/25/2020,Zona Sur,629.32,626.77,67.15,47.34,71.22,111.16,3
4528,4528,2/25/2020,Caribe,503.43,529.3,0.0,0.0,24.51,40.66,0
4529,4529,2/25/2020,Huetar Norte,35.05,26.51,0.0,0.0,9.27,4.14,1
4530,4530,2/26/2020,Central y Norte,691.2,556.34,21.74,24.88,101.72,133.41,-1
4531,4531,2/26/2020,Pacifico,1287.95,1382.43,45.51,40.64,31.96,61.39,2
4532,4532,2/26/2020,Zona Sur,629.32,634.91,67.15,45.76,71.22,100.54,3
4533,4533,2/26/2020,Caribe,503.43,525.62,0.0,0.0,24.51,25.04,0
4534,4534,2/26/2020,Huetar Norte,35.05,27.03,0.0,0.0,9.27,4.27,1
4535,4535,2/27/2020,Central y Norte,693.77,537.59,21.74,25.02,101.72,134.26,-1
4536,4536,2/27/2020,Pacifico,1287.95,1377.99,45.51,40.67,31.96,131.8,-1
4537,4537,2/27/2020,Zona Sur,629.32,612.83,67.15,46.59,71.22,106.44,3
4538,4538,2/27/2020,Caribe,503.43,521.06,0.0,0.0,24.51,23.93,0
4539,4539,2/27/2020,Huetar Norte,35.05,26.43,0.0,0.0,9.27,6.34,1
4540,4540,2/28/2020,Central y Norte,693.77,528.72,21.74,24.83,101.72,133.55,-1
4541,4541,2/28/2020,Pacifico,1287.95,1389.32,45.51,40.64,31.96,49.4,2
4542,4542,2/28/2020,Zona Sur,629.32,619.74,67.15,46.78,71.22,103.96,3
4543,4543,2/28/2020,Caribe,503.43,521.64,0.0,0.0,24.51,23.27,0
4544,4544,2/28/2020,Huetar Norte,35.05,25.42,0.0,0.0,9.27,5.78,1
4545,4545,2/29/2020,Central y Norte,706.02,508.51,21.74,24.86,101.72,132.04,-1
4546,4546,2/29/2020,Pacifico,1307.15,1380.15,45.51,40.68,31.96,43.81,2
4547,4547,2/29/2020,Zona Sur,629.32,621.12,67.15,46.7,71.22,106.36,3
4548,4548,2/29/2020,Caribe,503.43,509.59,0.0,0.0,24.51,27.12,0
4549,4549,2/29/2020,Huetar Norte,35.05,27.44,0.0,0.0,9.27,4.49,1
4550,4550,3/1/2020,Central y Norte,704.85,465.35,21.76,24.96,124.4,131.04,-1
4551,4551,3/1/2020,Pacifico,1330.23,1308.92,45.47,40.71,31.53,24.63,2
4552,4552,3/1/2020,Zona Sur,635.36,595.73,67.16,46.76,81.21,70.82,3
4553,4553,3/1/2020,Caribe,505.72,479.99,0.0,0.0,30.34,25.55,0
4554,4554,3/1/2020,Huetar Norte,34.28,31.75,0.0,0.0,10.37,4.19,1
4555,4555,3/2/2020,Central y Norte,711.32,488.46,21.76,24.74,124.4,136.09,-1
4556,4556,3/2/2020,Pacifico,1327.87,1374.44,45.47,40.62,31.53,33.99,2
4557,4557,3/2/2020,Zona Sur,635.36,631.27,67.16,45.69,81.21,96.78,3
4558,4558,3/2/2020,Caribe,505.72,524.91,0.0,0.0,30.34,27.45,0
4559,4559,3/2/2020,Huetar Norte,34.28,32.13,0.0,0.0,10.37,3.95,1
4560,4560,3/3/2020,Central y Norte,710.32,510.96,21.76,30.28,124.4,140.73,-1
4561,4561,3/3/2020,Pacifico,1327.87,1369.52,45.47,40.62,31.53,42.6,2
4562,4562,3/3/2020,Zona Sur,635.36,627.19,67.16,46.6,81.21,105.66,3
4563,4563,3/3/2020,Caribe,505.72,538.33,0.0,0.0,30.34,25.93,0
4564,4564,3/3/2020,Huetar Norte,34.28,26.83,0.0,0.0,10.37,4.54,1
4565,4565,3/4/2020,Central y Norte,710.32,502.2,21.76,30.29,124.4,136.98,-1
4566,4566,3/4/2020,Pacifico,1327.87,1349.27,45.47,40.64,31.53,31.2,2
4567,4567,3/4/2020,Zona Sur,635.36,619.63,67.16,47.1,81.21,101.04,3
4568,4568,3/4/2020,Caribe,505.72,523.65,0.0,0.0,30.34,25.81,0
4569,4569,3/4/2020,Huetar Norte,34.28,25.38,0.0,0.0,10.37,5.01,1
4570,4570,3/5/2020,Central y Norte,714.36,452.86,21.76,30.32,124.4,137.21,-1
4571,4571,3/5/2020,Pacifico,1327.87,1329.64,45.47,40.65,31.53,35.63,2
4572,4572,3/5/2020,Zona Sur,635.36,624.78,67.16,47.19,81.21,106.16,3
4573,4573,3/5/2020,Caribe,505.72,513.72,0.0,0.0,30.34,24.91,0
4574,4574,3/5/2020,Huetar Norte,34.28,26.47,0.0,0.0,10.37,4.55,1
4575,4575,3/6/2020,Central y Norte,714.36,440.59,21.76,30.6,124.4,136.51,-1
4576,4576,3/6/2020,Pacifico,1327.87,1300.0,45.47,40.71,31.53,31.95,2
4577,4577,3/6/2020,Zona Sur,635.36,618.24,67.16,48.17,81.21,86.62,3
4578,4578,3/6/2020,Caribe,505.72,493.04,0.0,0.0,30.34,28.14,0
4579,4579,3/6/2020,Huetar Norte,34.28,21.87,0.0,0.0,10.37,4.5,1
4580,4580,3/7/2020,Central y Norte,714.36,433.83,21.76,30.69,124.4,130.55,-1
4581,4581,3/7/2020,Pacifico,1331.75,1336.3,45.47,40.8,31.53,28.56,2
4582,4582,3/7/2020,Zona Sur,635.36,628.98,67.16,48.05,81.21,90.04,3
4583,4583,3/7/2020,Caribe,505.72,525.5,0.0,0.0,30.34,29.05,0
4584,4584,3/7/2020,Huetar Norte,34.28,22.11,0.0,0.0,10.37,4.93,1
4585,4585,3/8/2020,Central y Norte,714.36,427.57,21.76,30.73,124.4,130.97,-1
4586,4586,3/8/2020,Pacifico,1337.31,1306.46,45.47,40.86,31.53,41.56,2
4587,4587,3/8/2020,Zona Sur,635.36,597.84,67.16,48.15,81.21,72.24,3
4588,4588,3/8/2020,Caribe,505.72,505.94,0.0,0.0,30.34,27.33,0
4589,4589,3/8/2020,Huetar Norte,34.28,24.49,0.0,0.0,10.37,4.74,1
4590,4590,3/9/2020,Central y Norte,714.36,411.79,21.76,30.6,124.4,128.42,-1
4591,4591,3/9/2020,Pacifico,1337.31,1291.6,45.47,40.73,31.53,44.94,2
4592,4592,3/9/2020,Zona Sur,635.36,600.68,67.16,48.19,81.21,81.81,3
4593,4593,3/9/2020,Caribe,505.72,500.91,0.0,0.0,30.34,26.13,0
4594,4594,3/9/2020,Huetar Norte,34.28,26.24,0.0,0.0,10.37,6.03,1
4595,4595,3/10/2020,Central y Norte,714.36,355.08,21.76,30.64,124.4,124.27,-1
4596,4596,3/10/2020,Pacifico,1337.31,1104.75,45.47,40.82,31.53,39.39,2
4597,4597,3/10/2020,Zona Sur,635.36,593.63,67.16,48.11,81.21,75.43,3
4598,4598,3/10/2020,Caribe,505.72,442.48,0.0,0.0,30.34,26.51,0
4599,4599,3/10/2020,Huetar Norte,34.28,27.43,0.0,0.0,10.37,4.88,1
4600,4600,3/11/2020,Central y Norte,714.36,355.89,21.76,30.56,124.4,124.51,-1
4601,4601,3/11/2020,Pacifico,1326.61,1139.03,45.47,40.76,31.53,40.3,2
4602,4602,3/11/2020,Zona Sur,635.36,615.12,67.16,48.15,81.21,90.18,3
4603,4603,3/11/2020,Caribe,495.72,493.76,0.0,0.0,30.34,28.34,0
4604,4604,3/11/2020,Huetar Norte,34.28,25.33,0.0,0.0,10.37,5.02,1
4605,4605,3/12/2020,Central y Norte,699.33,368.11,21.76,30.42,124.4,132.12,-1
4606,4606,3/12/2020,Pacifico,1326.61,1225.38,45.47,40.92,31.53,52.83,2
4607,4607,3/12/2020,Zona Sur,639.01,633.29,67.16,46.65,81.21,88.49,3
4608,4608,3/12/2020,Caribe,495.72,535.4,0.0,0.0,30.34,26.05,0
4609,4609,3/12/2020,Huetar Norte,34.28,28.56,0.0,0.0,10.37,7.37,1
4610,4610,3/13/2020,Central y Norte,700.33,393.54,21.76,30.49,124.4,142.25,-1
4611,4611,3/13/2020,Pacifico,1326.61,1269.46,45.47,40.97,31.53,49.11,2
4612,4612,3/13/2020,Zona Sur,639.01,619.74,67.16,46.67,81.21,86.49,3
4613,4613,3/13/2020,Caribe,495.72,551.42,0.0,0.0,30.34,29.76,0
4614,4614,3/13/2020,Huetar Norte,34.28,33.79,0.0,0.0,10.37,6.89,1
4615,4615,3/14/2020,Central y Norte,697.41,414.25,21.76,30.54,124.4,144.71,-1
4616,4616,3/14/2020,Pacifico,1326.61,1228.17,45.47,40.91,31.53,40.45,2
4617,4617,3/14/2020,Zona Sur,639.01,620.59,67.16,46.51,81.21,82.04,3
4618,4618,3/14/2020,Caribe,495.72,541.77,0.0,0.0,30.34,29.42,0
4619,4619,3/14/2020,Huetar Norte,34.28,33.49,0.0,0.0,10.37,4.98,1
4620,4620,3/15/2020,Central y Norte,683.49,394.24,21.76,30.59,124.4,140.37,-1
4621,4621,3/15/2020,Pacifico,1326.61,1182.94,45.47,40.93,31.53,39.3,2
4622,4622,3/15/2020,Zona Sur,639.01,579.85,67.16,51.29,81.21,64.32,3
4623,4623,3/15/2020,Caribe,495.72,522.2,0.0,0.0,30.34,26.71,0
4624,4624,3/15/2020,Huetar Norte,34.28,33.57,0.0,0.0,10.37,4.37,1
4625,4625,3/16/2020,Central y Norte,683.49,408.49,21.76,30.53,124.4,138.34,-1
4626,4626,3/16/2020,Pacifico,1326.61,1242.03,45.47,40.79,31.53,59.12,2
4627,4627,3/16/2020,Zona Sur,639.01,599.81,67.16,65.43,81.21,88.48,3
4628,4628,3/16/2020,Caribe,498.78,563.73,0.0,0.0,30.34,30.22,0
4629,4629,3/16/2020,Huetar Norte,34.28,34.36,0.0,0.0,10.37,4.13,1
4630,4630,3/17/2020,Central y Norte,683.49,439.09,26.23,30.37,124.4,141.16,3
4631,4631,3/17/2020,Pacifico,1326.61,1295.95,45.47,40.66,31.53,62.85,2
4632,4632,3/17/2020,Zona Sur,639.01,619.75,67.16,67.4,81.21,77.41,3
4633,4633,3/17/2020,Caribe,498.78,575.93,0.0,0.0,30.34,31.46,0
4634,4634,3/17/2020,Huetar Norte,34.28,34.83,0.0,0.0,10.37,4.09,1
4635,0,6/1/2020,Central y Norte,748.55,409.95,27.0,34.65,302.26,289.11,-1
4636,1,6/1/2020,Pacifico,1370.15,1094.55,34.07,40.4,25.69,40.31,2
4637,2,6/1/2020,Zona Sur,681.68,474.45,43.84,48.19,55.29,73.74,3
4638,3,6/1/2020,Caribe,564.95,465.39,0.0,0.0,69.56,67.55,0
4639,4,6/1/2020,Huetar Norte,34.53,37.59,0.0,0.0,20.42,17.26,1
4640,5,6/2/2020,Central y Norte,748.55,424.97,27.0,34.32,302.26,278.44,-1
4641,6,6/2/2020,Pacifico,1370.15,1104.08,34.07,40.32,25.69,43.66,2
4642,7,6/2/2020,Zona Sur,681.68,442.23,43.84,47.98,55.29,56.53,3
4643,8,6/2/2020,Caribe,564.95,458.32,0.0,0.0,69.56,69.4,0
4644,9,6/2/2020,Huetar Norte,34.53,37.91,0.0,0.0,20.42,16.32,1
4645,10,6/3/2020,Central y Norte,748.55,435.42,27.0,34.42,302.26,278.75,-1
4646,11,6/3/2020,Pacifico,1370.4,1035.76,34.07,40.51,25.69,38.2,2
4647,12,6/3/2020,Zona Sur,681.68,427.34,43.84,47.64,55.29,55.84,3
4648,13,6/3/2020,Caribe,564.95,462.99,0.0,0.0,69.56,72.02,0
4649,14,6/3/2020,Huetar Norte,34.53,37.54,0.0,0.0,20.42,16.07,1
4650,15,6/4/2020,Central y Norte,748.55,422.8,27.0,34.75,302.26,278.94,-1
4651,16,6/4/2020,Pacifico,1370.4,984.31,34.07,40.56,25.69,34.09,2
4652,17,6/4/2020,Zona Sur,681.68,418.46,43.84,49.39,55.29,67.25,3
4653,18,6/4/2020,Caribe,564.95,479.99,0.0,0.0,69.56,73.36,0
4654,19,6/4/2020,Huetar Norte,34.53,34.07,0.0,0.0,20.42,20.15,1
4655,20,6/5/2020,Central y Norte,745.8,396.88,27.0,34.73,302.26,283.28,-1
4656,21,6/5/2020,Pacifico,1381.52,961.48,34.07,40.46,25.69,43.15,2
4657,22,6/5/2020,Zona Sur,677.11,421.72,43.84,50.53,55.29,63.44,3
4658,23,6/5/2020,Caribe,555.45,457.74,0.0,0.0,69.56,75.37,0
4659,24,6/5/2020,Huetar Norte,34.8,31.61,0.0,0.0,20.42,19.4,1
4660,25,6/6/2020,Central y Norte,746.48,419.11,27.0,34.69,302.26,287.81,-1
4661,26,6/6/2020,Pacifico,1388.88,992.76,34.07,40.51,25.69,42.77,2
4662,27,6/6/2020,Zona Sur,677.11,406.41,43.84,50.63,55.29,61.35,3
4663,28,6/6/2020,Caribe,555.45,451.93,0.0,0.0,69.56,80.62,0
4664,29,6/6/2020,Huetar Norte,35.08,36.23,0.0,0.0,20.42,21.08,1
4665,30,6/7/2020,Central y Norte,746.48,424.54,27.0,34.67,302.26,287.14,-1
4666,31,6/7/2020,Pacifico,1388.88,1004.74,34.07,40.58,25.69,40.23,2
4667,32,6/7/2020,Zona Sur,677.11,364.27,43.84,50.53,55.29,57.95,3
4668,33,6/7/2020,Caribe,555.45,461.23,0.0,0.0,69.56,77.2,0
4669,34,6/7/2020,Huetar Norte,35.08,36.75,0.0,0.0,20.42,22.2,1
4670,35,6/8/2020,Central y Norte,749.39,460.59,27.0,34.36,302.26,311.97,-1
4671,36,6/8/2020,Pacifico,1388.88,1058.77,34.07,40.55,25.69,54.95,2
4672,37,6/8/2020,Zona Sur,677.11,375.24,43.84,50.57,55.29,73.0,3
4673,38,6/8/2020,Caribe,555.45,505.84,0.0,0.0,69.56,82.02,0
4674,39,6/8/2020,Huetar Norte,35.08,38.8,0.0,0.0,20.42,20.79,1
4675,40,6/9/2020,Central y Norte,746.44,527.16,27.0,34.19,302.26,334.5,-1
4676,41,6/9/2020,Pacifico,1388.88,1090.02,34.07,40.43,25.69,56.41,2
4677,42,6/9/2020,Zona Sur,673.7,398.74,43.84,50.58,55.29,80.21,3
4678,43,6/9/2020,Caribe,555.45,532.85,0.0,0.0,69.56,83.71,0
4679,44,6/9/2020,Huetar Norte,35.08,38.71,0.0,0.0,20.42,19.73,1
4680,45,6/10/2020,Central y Norte,746.44,578.9,27.0,34.12,302.26,337.95,-1
4681,46,6/10/2020,Pacifico,1371.48,1135.54,34.07,40.39,25.69,54.45,2
4682,47,6/10/2020,Zona Sur,649.26,404.64,43.84,50.6,55.29,75.25,3
4683,48,6/10/2020,Caribe,553.89,528.93,0.0,0.0,69.56,86.29,0
4684,49,6/10/2020,Huetar Norte,35.08,36.46,0.0,0.0,20.42,14.21,1
4685,50,6/11/2020,Central y Norte,746.44,594.83,27.0,34.01,302.26,345.67,-1
4686,51,6/11/2020,Pacifico,1371.48,1136.92,34.07,40.21,25.69,30.35,2
4687,52,6/11/2020,Zona Sur,649.26,375.68,43.84,50.46,55.29,57.69,3
4688,53,6/11/2020,Caribe,550.09,510.9,0.0,0.0,69.56,90.09,0
4689,54,6/11/2020,Huetar Norte,35.08,35.82,0.0,0.0,20.42,14.77,1
4690,55,6/12/2020,Central y Norte,749.7,631.93,27.0,33.31,302.26,351.9,-1
4691,56,6/12/2020,Pacifico,1371.48,1127.69,34.07,40.34,25.69,38.35,2
4692,57,6/12/2020,Zona Sur,645.99,358.24,43.84,48.36,55.29,57.6,3
4693,58,6/12/2020,Caribe,550.09,496.42,0.0,0.0,69.56,81.4,0
4694,59,6/12/2020,Huetar Norte,35.08,36.41,0.0,0.0,20.42,16.36,1
4695,60,6/13/2020,Central y Norte,747.02,628.29,27.0,34.19,302.26,349.7,-1
4696,61,6/13/2020,Pacifico,1371.48,1099.33,34.07,40.49,25.69,34.99,2
4697,62,6/13/2020,Zona Sur,636.07,355.08,43.84,50.18,55.29,67.86,3
4698,63,6/13/2020,Caribe,550.09,489.51,0.0,0.0,69.56,85.81,0
4699,64,6/13/2020,Huetar Norte,35.08,37.89,0.0,0.0,20.42,21.59,1
4700,65,6/14/2020,Central y Norte,747.02,630.89,27.0,34.37,302.26,360.94,-1
4701,66,6/14/2020,Pacifico,1371.48,1073.35,34.07,40.46,25.69,36.41,2
4702,67,6/14/2020,Zona Sur,635.24,344.83,43.84,50.43,55.29,55.56,3
4703,68,6/14/2020,Caribe,548.86,460.34,0.0,0.0,69.56,81.43,0
4704,69,6/14/2020,Huetar Norte,35.08,38.21,0.0,0.0,20.42,17.03,1
4705,70,6/15/2020,Central y Norte,743.15,665.33,27.0,33.88,302.26,362.97,-1
4706,71,6/15/2020,Pacifico,1368.05,1103.97,34.07,40.45,25.69,42.74,2
4707,72,6/15/2020,Zona Sur,637.12,349.67,43.84,50.4,55.29,84.29,3
4708,73,6/15/2020,Caribe,548.86,465.77,0.0,0.0,69.56,84.36,0
4709,74,6/15/2020,Huetar Norte,35.08,39.26,0.0,0.0,20.42,16.72,1
4710,75,6/16/2020,Central y Norte,743.29,668.85,27.0,33.6,302.26,356.17,-1
4711,76,6/16/2020,Pacifico,1368.05,1110.62,34.07,40.37,25.69,49.61,2
4712,77,6/16/2020,Zona Sur,638.72,370.51,61.84,48.01,55.29,73.04,3
4713,78,6/16/2020,Caribe,548.86,469.44,0.0,0.0,69.56,83.43,0
4714,79,6/16/2020,Huetar Norte,38.88,39.4,0.0,0.0,20.42,18.24,1
4715,80,6/17/2020,Central y Norte,746.24,665.42,27.0,32.65,302.26,365.74,-1
4716,81,6/17/2020,Pacifico,1379.69,1067.85,34.07,40.51,25.69,59.96,2
4717,82,6/17/2020,Zona Sur,635.28,384.2,61.84,47.97,55.29,77.36,3
4718,83,6/17/2020,Caribe,547.15,477.22,0.0,0.0,69.56,81.43,0
4719,84,6/17/2020,Huetar Norte,38.88,38.87,0.0,0.0,20.42,17.59,1
4720,85,6/18/2020,Central y Norte,746.24,666.2,27.0,32.9,302.26,367.06,-1
4721,86,6/18/2020,Pacifico,1379.69,1072.84,34.07,40.45,25.69,53.59,2
4722,87,6/18/2020,Zona Sur,635.28,386.79,61.84,48.09,55.29,77.74,3
4723,88,6/18/2020,Caribe,547.15,477.37,0.0,0.0,69.56,77.52,0
4724,89,6/18/2020,Huetar Norte,38.88,36.06,0.0,0.0,20.42,22.83,1
4725,90,6/19/2020,Central y Norte,746.24,665.19,27.0,33.03,302.26,364.29,-1
4726,91,6/19/2020,Pacifico,1379.69,1040.11,34.07,40.47,25.69,56.42,2
4727,92,6/19/2020,Zona Sur,635.28,389.37,61.84,49.61,55.29,79.15,3
4728,93,6/19/2020,Caribe,547.15,475.45,0.0,0.0,69.56,81.16,0
4729,94,6/19/2020,Huetar Norte,38.88,35.68,0.0,0.0,20.42,26.67,1
4730,95,6/20/2020,Central y Norte,746.24,640.51,27.0,32.54,302.26,366.79,-1
4731,96,6/20/2020,Pacifico,1345.91,1033.78,34.07,40.42,25.69,52.84,2
4732,97,6/20/2020,Zona Sur,626.54,395.13,61.84,49.54,55.29,73.36,3
4733,98,6/20/2020,Caribe,547.15,482.75,0.0,0.0,69.56,86.93,0
4734,99,6/20/2020,Huetar Norte,38.88,38.35,0.0,0.0,20.42,19.31,1
4735,100,6/21/2020,Central y Norte,754.32,603.07,27.0,32.59,302.26,359.35,-1
4736,101,6/21/2020,Pacifico,1345.91,1004.09,34.07,40.31,25.69,56.75,2
4737,102,6/21/2020,Zona Sur,626.54,381.94,61.84,49.49,55.29,69.4,3
4738,103,6/21/2020,Caribe,550.95,467.5,0.0,0.0,69.56,85.77,0
4739,104,6/21/2020,Huetar Norte,38.88,39.35,0.0,0.0,20.42,21.19,1
4740,105,6/22/2020,Central y Norte,754.32,608.42,27.0,32.37,302.26,363.31,-1
4741,106,6/22/2020,Pacifico,1345.91,1066.5,34.07,40.3,25.69,71.43,2
4742,107,6/22/2020,Zona Sur,633.28,379.98,61.84,48.05,55.29,76.6,3
4743,108,6/22/2020,Caribe,550.95,478.25,0.0,0.0,69.56,96.12,0
4744,109,6/22/2020,Huetar Norte,38.61,39.18,0.0,0.0,20.42,21.03,1
4745,110,6/23/2020,Central y Norte,754.32,643.31,27.0,33.5,302.26,367.21,-1
4746,111,6/23/2020,Pacifico,1345.91,1104.65,34.07,40.23,25.69,74.71,2
4747,112,6/23/2020,Zona Sur,633.28,400.05,61.84,47.88,55.29,81.85,3
4748,113,6/23/2020,Caribe,550.95,510.7,0.0,0.0,69.56,96.45,0
4749,114,6/23/2020,Huetar Norte,38.61,39.4,0.0,0.0,20.42,23.51,1
4750,115,6/24/2020,Central y Norte,753.64,618.87,27.0,33.67,302.26,369.23,-1
4751,116,6/24/2020,Pacifico,1345.91,1131.41,34.07,40.1,25.69,86.8,2
4752,117,6/24/2020,Zona Sur,633.28,431.39,61.84,47.38,55.29,86.93,3
4753,118,6/24/2020,Caribe,550.95,530.92,0.0,0.0,69.56,98.67,0
4754,119,6/24/2020,Huetar Norte,38.61,38.25,0.0,0.0,20.42,26.25,1
4755,120,6/25/2020,Central y Norte,753.64,591.15,27.0,33.49,302.26,371.45,-1
4756,121,6/25/2020,Pacifico,1333.23,1160.51,34.07,39.04,25.69,78.64,2
4757,122,6/25/2020,Zona Sur,633.28,441.0,61.84,49.47,55.29,83.21,3
4758,123,6/25/2020,Caribe,561.78,526.83,0.0,0.0,69.56,89.81,0
4759,124,6/25/2020,Huetar Norte,38.61,34.73,0.0,0.0,20.42,28.49,1
4760,125,6/26/2020,Central y Norte,751.4,606.25,27.0,33.25,302.26,361.29,-1
4761,126,6/26/2020,Pacifico,1337.43,1168.16,34.07,39.57,25.69,68.0,2
4762,127,6/26/2020,Zona Sur,633.28,418.06,61.84,50.33,55.29,71.6,3
4763,128,6/26/2020,Caribe,561.78,511.49,0.0,0.0,69.56,88.28,0
4764,129,6/26/2020,Huetar Norte,38.88,33.6,0.0,0.0,20.42,25.8,1
4765,130,6/27/2020,Central y Norte,751.4,630.97,27.0,33.12,302.26,364.73,-1
4766,131,6/27/2020,Pacifico,1337.43,1141.01,34.07,39.81,25.69,67.18,2
4767,132,6/27/2020,Zona Sur,633.28,410.74,61.84,50.38,55.29,73.12,3
4768,133,6/27/2020,Caribe,561.78,514.27,0.0,0.0,69.56,87.52,0
